****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 5 threads.
Random seed: 43
Point estimation method: EM algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 124x1554
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.012	Loglikelihood: -46121.9	(delta): 247449
47 (QN/EM) 	Elapsed: 0.023	Loglikelihood: -27637.7	(delta): 0.0904282
48 (QN/EM) 	Elapsed: 0.023	Loglikelihood: -27637.6	(delta): 0.0802982
49 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27637.4	(delta): 0.244049
50 (QN/EM) 	Elapsed: 0.023	Loglikelihood: -27637.2	(delta): 0.188283
51 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27637	(delta): 0.184798
52 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.8	(delta): 0.263511
53 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.7	(delta): 0.087342
54 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.6	(delta): 0.059963
55 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.5	(delta): 0.131029
56 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.4	(delta): 0.0627819
57 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.4	(delta): 0.0452653
58 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.4	(delta): 0.0277322
59 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.3	(delta): 0.0386445
60 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.3	(delta): 0.0442746
61 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.0195141
62 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.0205694
63 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.0149791
64 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.026822
65 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.0140656
66 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.2	(delta): 0.0102697
67 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.0125097
68 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.0135328
69 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.0111657
70 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00680955
71 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00768825
72 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.0109145
73 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00698364
74 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00526248
75 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.0059266
76 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00744641
77 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00578235
78 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00400722
79 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00481315
80 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636.1	(delta): 0.00617305
81 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00463614
82 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00325029
83 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00405848
84 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00520659
85 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00386532
86 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00272296
87 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00336262
88 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00464331
89 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00315277
90 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00237668
91 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00274131
92 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00422915
93 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00255184
94 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00212213
95 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00217183
96 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00395136
97 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00204428
98 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00192316
99 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00167628
100 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00374165
101 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.0016313
102 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00176141
103 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00127433
104 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00353297
105 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00130392
106 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00162365
107 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000970333
108 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00327372
109 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.001053
110 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00150187
111 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000747018
112 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00298529
113 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000860229
114 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00140216
115 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000579018
116 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00269621
117 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000700256
118 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00131208
119 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000440882
120 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00239411
121 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000558936
122 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00117545
123 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000296619
124 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00211446
125 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00044038
126 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.00116935
127 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27636	(delta): 0.000229932
128 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.00197704
129 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000352032
130 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.00110424
131 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000176068
132 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.0017559
133 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000280363
134 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.00102907
135 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000134105
136 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.00151994
137 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000222282
138 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000933296
139 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000101894
140 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.00128567
141 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000175106
142 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 0.000815991
143 (QN/EM) 	Elapsed: 0.022	Loglikelihood: -27635.9	(delta): 7.75776e-05
Summary: 
Converged in 143 iterations (3.373 sec)
Loglikelihood: -27635.938314
Fst divergences between estimated populations: 
	Pop0	Pop1	
Pop0	
Pop1	0.433	
Pop2	0.334	0.261	
CV error (K=3): 0.18049
Writing output files.
