****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 5 threads.
Random seed: 43
Point estimation method: EM algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 124x1554
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.048	Loglikelihood: -47108.9	(delta): 218450
145 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16582.1	(delta): 3.39858
146 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16578	(delta): 4.07799
147 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16576.4	(delta): 1.60288
148 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16572.1	(delta): 4.30232
149 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16559.3	(delta): 12.8207
150 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16557.6	(delta): 1.73339
151 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16553.3	(delta): 4.22853
152 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16550.4	(delta): 2.93686
153 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16545.7	(delta): 4.69918
154 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16540.1	(delta): 5.59434
155 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16538.6	(delta): 1.47797
156 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16537.8	(delta): 0.818513
157 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16534.6	(delta): 3.1697
158 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16520.7	(delta): 13.8873
159 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16519.5	(delta): 1.22597
160 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16519	(delta): 0.503234
161 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16518.6	(delta): 0.388625
162 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16515.7	(delta): 2.90869
163 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16510.6	(delta): 5.08485
164 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16510.5	(delta): 0.179346
165 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16508	(delta): 2.43248
166 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16507.5	(delta): 0.478258
167 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16507.1	(delta): 0.490937
168 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16506.7	(delta): 0.311836
169 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16506.5	(delta): 0.287344
170 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16506.2	(delta): 0.225393
171 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16505.7	(delta): 0.507419
172 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16505.4	(delta): 0.359252
173 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16501.3	(delta): 4.03093
174 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16500.8	(delta): 0.567397
175 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16499.8	(delta): 0.94219
176 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16499.7	(delta): 0.103843
177 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16498.7	(delta): 1.04715
178 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16497.8	(delta): 0.847665
179 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16496.1	(delta): 1.70089
180 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16496.1	(delta): 0.0590325
181 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16495.9	(delta): 0.152145
182 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16495.8	(delta): 0.109339
183 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16494.2	(delta): 1.59594
184 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16492.2	(delta): 2.01423
185 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16492	(delta): 0.164275
186 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16491.5	(delta): 0.502635
187 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16490.8	(delta): 0.738274
188 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16490	(delta): 0.743271
189 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16489.5	(delta): 0.512794
190 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16489.3	(delta): 0.214823
191 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16489.2	(delta): 0.0905479
192 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16488.4	(delta): 0.80055
193 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16488.2	(delta): 0.235114
194 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16488.1	(delta): 0.0564438
195 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16487.7	(delta): 0.412485
196 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16487.6	(delta): 0.0792815
197 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.6	(delta): 0.0286164
198 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.6	(delta): 0.0280167
199 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.6	(delta): 0.0283371
200 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.5	(delta): 0.0287536
201 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.5	(delta): 0.0291702
202 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.5	(delta): 0.0295519
203 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.4	(delta): 0.0298731
204 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.4	(delta): 0.0301136
205 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16487.4	(delta): 0.0302593
206 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16486.7	(delta): 0.656499
207 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16485.9	(delta): 0.794235
208 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16485.4	(delta): 0.534213
209 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16485	(delta): 0.356039
210 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16484.7	(delta): 0.333368
211 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16484.4	(delta): 0.320682
212 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16484.3	(delta): 0.1304
213 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16484.2	(delta): 0.0378957
214 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16484	(delta): 0.194523
215 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16484	(delta): 0.0240043
216 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16483.8	(delta): 0.16217
217 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16483.5	(delta): 0.32623
218 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16483	(delta): 0.517054
219 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16483	(delta): 0.00629675
220 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16483	(delta): 0.0330309
221 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.9	(delta): 0.0759038
222 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.8	(delta): 0.0995562
223 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.8	(delta): 0.0121804
224 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.7	(delta): 0.0252388
225 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.7	(delta): 0.0321171
226 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.7	(delta): 0.0525935
227 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.6	(delta): 0.00814728
228 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.5	(delta): 0.150599
229 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.5	(delta): 0.0243101
230 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.4	(delta): 0.0474591
231 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16482.3	(delta): 0.16711
232 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16482.2	(delta): 0.0214129
233 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.2	(delta): 0.026934
234 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16482.1	(delta): 0.0818515
235 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16482.1	(delta): 0.011265
236 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16482.1	(delta): 0.0130418
237 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16482.1	(delta): 0.0158287
238 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16482.1	(delta): 0.0193807
239 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16482	(delta): 0.0236483
240 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16482	(delta): 0.0285194
241 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16482	(delta): 0.0337718
242 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.9	(delta): 0.0390733
243 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.9	(delta): 0.0440355
244 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.9	(delta): 0.0483069
245 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16481.8	(delta): 0.0516476
246 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.7	(delta): 0.0539567
247 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16481.7	(delta): 0.0552492
248 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.6	(delta): 0.0556126
249 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16481.6	(delta): 0.0551688
250 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16481.5	(delta): 0.0540594
251 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16479.9	(delta): 1.59553
252 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16479.1	(delta): 0.809159
253 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16478.8	(delta): 0.345149
254 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16478.4	(delta): 0.365221
255 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16478.2	(delta): 0.219597
256 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16478.2	(delta): 0.0360558
257 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16477	(delta): 1.13583
258 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16476.7	(delta): 0.31671
259 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16476.4	(delta): 0.346955
260 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16476.3	(delta): 0.0158289
261 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.6	(delta): 0.734455
262 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16475.5	(delta): 0.123999
263 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.3	(delta): 0.140432
264 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16475.3	(delta): 0.0716284
265 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.2	(delta): 0.0727701
266 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.2	(delta): 0.0139957
267 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.1	(delta): 0.0489357
268 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475.1	(delta): 0.0157681
269 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475	(delta): 0.0909745
270 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16475	(delta): 0.0345867
271 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16474.9	(delta): 0.089039
272 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16474.9	(delta): 0.0123537
273 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16474.9	(delta): 0.0270998
274 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16474.8	(delta): 0.0451116
275 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16474.8	(delta): 0.00464508
276 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16474.6	(delta): 0.1964
277 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16474.1	(delta): 0.565223
278 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.8	(delta): 0.225132
279 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.8	(delta): 0.0249068
280 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.6	(delta): 0.220134
281 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.4	(delta): 0.146128
282 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.3	(delta): 0.157863
283 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16473.3	(delta): 0.0183491
284 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16471.6	(delta): 1.6761
285 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16470.7	(delta): 0.836597
